seqname	start	end	strand	ENSID	gene_id	gene_name	hgnc_id	havana_gene
chr5	151822513	151924851	-	ENSG00000145888.11	ENSG00000145888.11	GLRA1	HGNC:4326	OTTHUMG00000130121.2
chr5	152391546	152433368	-	ENSG00000132911.5	ENSG00000132911.5	NMUR2	HGNC:16454	OTTHUMG00000130131.2
chr5	153489615	153813869	+	ENSG00000155511.19	ENSG00000155511.19	GRIA1	HGNC:4571	OTTHUMG00000130148.7
chr5	153990148	154038936	-	ENSG00000055147.19	ENSG00000055147.19	FAM114A2	HGNC:1333	OTTHUMG00000130147.15
chr5	154038959	154220478	+	ENSG00000037749.13	ENSG00000037749.13	MFAP3	HGNC:7034	OTTHUMG00000130149.4
chr5	154190730	154420984	+	ENSG00000164574.16	ENSG00000164574.16	GALNT10	HGNC:19873	OTTHUMG00000130145.5
chr5	154445997	154461053	+	ENSG00000164576.12	ENSG00000164576.12	SAP30L	HGNC:25663	OTTHUMG00000130146.7
chr5	154474972	154478227	-	ENSG00000113196.3	ENSG00000113196.3	HAND1	HGNC:4807	OTTHUMG00000130193.2
chr5	154682986	154817605	+	ENSG00000155506.19	ENSG00000155506.19	LARP1	HGNC:29531	OTTHUMG00000130191.4
chr5	154818492	154859252	-	ENSG00000170271.11	ENSG00000170271.11	FAXDC2	HGNC:1334	OTTHUMG00000164141.3
chr5	154857553	154876792	+	ENSG00000155508.14	ENSG00000155508.14	CNOT8	HGNC:9207	OTTHUMG00000130192.3
chr5	154887411	154938211	-	ENSG00000082516.9	ENSG00000082516.9	GEMIN5	HGNC:20043	OTTHUMG00000130189.3
chr5	154941073	154969411	+	ENSG00000082515.18	ENSG00000082515.18	MRPL22	HGNC:14480	OTTHUMG00000130190.3
chr5	155013755	155018141	+	ENSG00000226650.6	ENSG00000226650.6	KIF4B	HGNC:6322	OTTHUMG00000164143.2
chr5	155870344	156767788	+	ENSG00000170624.14	ENSG00000170624.14	SGCD	HGNC:10807	OTTHUMG00000163445.4
chr5	156850295	156852528	+	ENSG00000231989.5	ENSG00000231989.5	PPP1R2B	HGNC:16318	OTTHUMG00000163467.4
chr5	156919292	156963226	-	ENSG00000145850.9	ENSG00000145850.9	TIMD4	HGNC:25132	OTTHUMG00000130244.3
chr5	157026742	157069396	-	ENSG00000113249.14	ENSG00000113249.14	HAVCR1	HGNC:17866	OTTHUMG00000163466.4
chr5	157085422	157142869	-	ENSG00000135077.10	ENSG00000135077.10	HAVCR2	HGNC:18437	OTTHUMG00000130249.4
chr5	157137424	157159019	-	ENSG00000155868.8	ENSG00000155868.8	MED7	HGNC:2378	OTTHUMG00000130243.5
chr5	157142933	157255185	+	ENSG00000113263.14	ENSG00000113263.14	ITK	HGNC:6171	OTTHUMG00000130245.4
chr5	157161846	157166264	-	ENSG00000170613.4	ENSG00000170613.4	GARIN3	HGNC:28397	OTTHUMG00000130246.2
chr5	157266079	157395595	+	ENSG00000055163.21	ENSG00000055163.21	CYFIP2	HGNC:13760	OTTHUMG00000163484.7
chr5	157341596	157460100	-	ENSG00000285868.1	ENSG00000285868.1	ENSG00000285868	NA	OTTHUMG00000193404.1
chr5	157341598	157345677	-	ENSG00000172568.5	ENSG00000172568.5	FNDC9	HGNC:33547	OTTHUMG00000130248.5
chr5	157395534	157575775	-	ENSG00000135074.16	ENSG00000135074.16	ADAM19	HGNC:197	OTTHUMG00000130242.2
chr5	157460213	157474722	+	ENSG00000172548.15	ENSG00000172548.15	NIPAL4	HGNC:28018	OTTHUMG00000163497.1
chr5	157625679	157671480	-	ENSG00000039600.11	ENSG00000039600.11	SOX30	HGNC:30635	OTTHUMG00000130247.3
chr5	157671533	157680158	+	ENSG00000187658.7	ENSG00000187658.7	C5orf52	HGNC:35121	OTTHUMG00000154518.2
chr5	157731420	157741449	+	ENSG00000113272.14	ENSG00000113272.14	THG1L	HGNC:26053	OTTHUMG00000130254.5
chr5	157743712	157760709	+	ENSG00000155858.6	ENSG00000155858.6	LSM11	HGNC:30860	OTTHUMG00000130255.3
chr5	157785743	157859145	-	ENSG00000113282.14	ENSG00000113282.14	CLINT1	HGNC:23186	OTTHUMG00000163527.3
chr5	158695920	159099916	-	ENSG00000164330.18	ENSG00000164330.18	EBF1	HGNC:3126	OTTHUMG00000130304.5
chr5	159157409	159210053	-	ENSG00000145860.13	ENSG00000145860.13	RNF145	HGNC:20853	OTTHUMG00000130306.5
chr5	159263290	159286036	+	ENSG00000164332.8	ENSG00000164332.8	UBLCP1	HGNC:28110	OTTHUMG00000130305.4
chr5	159314780	159330863	-	ENSG00000113302.6	ENSG00000113302.6	IL12B	HGNC:5970	OTTHUMG00000130307.4
chr5	159865080	159973012	+	ENSG00000170214.5	ENSG00000170214.5	ADRA1B	HGNC:278	OTTHUMG00000130327.3
chr5	160009113	160065543	+	ENSG00000113312.12	ENSG00000113312.12	TTC1	HGNC:12391	OTTHUMG00000130326.5
chr5	160061801	160119450	-	ENSG00000170234.13	ENSG00000170234.13	PWWP2A	HGNC:29406	OTTHUMG00000163546.4
chr5	160187367	160238735	+	ENSG00000170231.16	ENSG00000170231.16	FABP6	HGNC:3561	OTTHUMG00000130329.6
chr5	160249083	160345396	-	ENSG00000135083.17	ENSG00000135083.17	CCNJL	HGNC:25876	OTTHUMG00000130325.6
chr5	160347754	160370641	-	ENSG00000145861.9	ENSG00000145861.9	C1QTNF2	HGNC:14325	OTTHUMG00000130323.4
chr5	160393148	160400054	-	ENSG00000221886.4	ENSG00000221886.4	FAM200C	HGNC:30804	OTTHUMG00000163554.2
chr5	160401641	160421711	-	ENSG00000164609.10	ENSG00000164609.10	SLU7	HGNC:16939	OTTHUMG00000130324.4
chr5	160421855	160428739	+	ENSG00000164611.13	ENSG00000164611.13	PTTG1	HGNC:9690	OTTHUMG00000130328.6
chr5	160563120	160852214	-	ENSG00000118322.14	ENSG00000118322.14	ATP10B	HGNC:13543	OTTHUMG00000163551.4
chr5	161288429	161549044	-	ENSG00000145864.14	ENSG00000145864.14	GABRB2	HGNC:4082	OTTHUMG00000130349.3
chr5	161547063	161702593	+	ENSG00000145863.11	ENSG00000145863.11	GABRA6	HGNC:4080	OTTHUMG00000130351.5
chr5	161847063	161899981	+	ENSG00000022355.18	ENSG00000022355.18	GABRA1	HGNC:4075	OTTHUMG00000163586.11
chr5	162000057	162162977	+	ENSG00000113327.17	ENSG00000113327.17	GABRG2	HGNC:4087	OTTHUMG00000130350.8
chr5	163437569	163448199	+	ENSG00000113328.21	ENSG00000113328.21	CCNG1	HGNC:1592	OTTHUMG00000130380.9
chr5	163446526	163460404	-	ENSG00000170584.12	ENSG00000170584.12	NUDCD2	HGNC:30535	OTTHUMG00000130378.4
chr5	163460203	163491941	+	ENSG00000072571.20	ENSG00000072571.20	HMMR	HGNC:5012	OTTHUMG00000130381.8
chr5	163503114	163519558	+	ENSG00000038274.18	ENSG00000038274.18	MAT2B	HGNC:6905	OTTHUMG00000130379.7
chr5	166979029	168264157	+	ENSG00000145934.17	ENSG00000145934.17	TENM2	HGNC:29943	OTTHUMG00000162928.4
chr5	168291645	168472303	+	ENSG00000113645.15	ENSG00000113645.15	WWC1	HGNC:29435	OTTHUMG00000130408.4
chr5	168486451	168519301	+	ENSG00000113643.9	ENSG00000113643.9	RARS1	HGNC:9870	OTTHUMG00000130411.4
chr5	168529305	168530634	+	ENSG00000188573.8	ENSG00000188573.8	FBLL1	HGNC:35458	OTTHUMG00000157012.5
chr5	168548495	168579368	-	ENSG00000120137.7	ENSG00000120137.7	PANK3	HGNC:19365	OTTHUMG00000130410.4
chr5	168661740	169301139	-	ENSG00000184347.16	ENSG00000184347.16	SLIT3	HGNC:11087	OTTHUMG00000130409.4
chr5	169583636	169604778	+	ENSG00000040275.17	ENSG00000040275.17	SPDL1	HGNC:26010	OTTHUMG00000130438.7
chr5	169637268	170083382	+	ENSG00000134516.20	ENSG00000134516.20	DOCK2	HGNC:2988	OTTHUMG00000130437.7
chr5	169861303	169980495	-	ENSG00000204767.4	ENSG00000204767.4	INSYN2B	HGNC:37271	OTTHUMG00000163083.2
chr5	170105897	170109734	+	ENSG00000168269.10	ENSG00000168269.10	FOXI1	HGNC:3815	OTTHUMG00000130436.5
chr5	170229104	170252575	+	ENSG00000234511.11	ENSG00000234511.11	C5orf58	HGNC:37272	OTTHUMG00000163122.6
chr5	170246233	170297815	-	ENSG00000043462.13	ENSG00000043462.13	LCP2	HGNC:6529	OTTHUMG00000163121.4
chr5	170353487	170736632	+	ENSG00000182132.15	ENSG00000182132.15	KCNIP1	HGNC:15521	OTTHUMG00000130442.5
chr5	170374671	170389634	-	ENSG00000145936.9	ENSG00000145936.9	KCNMB1	HGNC:6285	OTTHUMG00000130439.4
chr5	170763350	170814047	+	ENSG00000094755.17	ENSG00000094755.17	GABRP	HGNC:4089	OTTHUMG00000130443.5
chr5	170861870	171300015	+	ENSG00000204764.14	ENSG00000204764.14	RANBP17	HGNC:14428	OTTHUMG00000163203.5
chr5	171309248	171312139	+	ENSG00000164438.6	ENSG00000164438.6	TLX3	HGNC:13532	OTTHUMG00000163207.4
chr5	171387116	171411810	+	ENSG00000181163.14	ENSG00000181163.14	NPM1	HGNC:7910	OTTHUMG00000130465.4
chr5	171419647	171457626	+	ENSG00000156427.8	ENSG00000156427.8	FGF18	HGNC:3674	OTTHUMG00000130464.3
chr5	171782432	171796126	+	ENSG00000185662.11	ENSG00000185662.11	SMIM23	HGNC:34440	OTTHUMG00000163266.5
chr5	171861549	172006873	-	ENSG00000072803.18	ENSG00000072803.18	FBXW11	HGNC:13607	OTTHUMG00000163267.3
chr5	172042079	172188224	-	ENSG00000072786.13	ENSG00000072786.13	STK10	HGNC:11388	OTTHUMG00000163265.4
chr5	172194172	172203454	+	ENSG00000214360.5	ENSG00000214360.5	EFCAB9	HGNC:34530	OTTHUMG00000163271.2
chr5	172209646	172283764	-	ENSG00000168246.6	ENSG00000168246.6	UBTD2	HGNC:24463	OTTHUMG00000130519.2
chr5	172325000	172454525	-	ENSG00000174705.13	ENSG00000174705.13	SH3PXD2B	HGNC:29242	OTTHUMG00000163280.5
chr5	172641263	172691540	+	ENSG00000214357.9	ENSG00000214357.9	NEURL1B	HGNC:35422	OTTHUMG00000163281.4
chr5	172768096	172771195	-	ENSG00000120129.6	ENSG00000120129.6	DUSP1	HGNC:3064	OTTHUMG00000130523.4
chr5	172834251	172952792	+	ENSG00000113719.17	ENSG00000113719.17	ERGIC1	HGNC:29205	OTTHUMG00000130520.9
chr5	172958729	172969771	+	ENSG00000037241.7	ENSG00000037241.7	RPL26L1	HGNC:17050	OTTHUMG00000130517.5
chr5	172983771	173035445	+	ENSG00000113732.9	ENSG00000113732.9	ATP6V0E1	HGNC:863	OTTHUMG00000130518.4
chr5	173056352	173139284	+	ENSG00000164463.12	ENSG00000164463.12	CREBRF	HGNC:24050	OTTHUMG00000163322.3
chr5	173144442	173164387	+	ENSG00000113734.18	ENSG00000113734.18	BNIP1	HGNC:1082	OTTHUMG00000130521.4
chr5	173232109	173235311	-	ENSG00000183072.10	ENSG00000183072.10	NKX2-5	HGNC:2488	OTTHUMG00000130522.6
chr5	173314723	173328447	-	ENSG00000113739.11	ENSG00000113739.11	STC2	HGNC:11374	OTTHUMG00000130542.4
chr5	173607145	173616659	-	ENSG00000145919.11	ENSG00000145919.11	BOD1	HGNC:25114	OTTHUMG00000130540.5
chr5	173888349	173961980	+	ENSG00000113742.14	ENSG00000113742.14	CPEB4	HGNC:21747	OTTHUMG00000130541.7
chr5	173973779	174006140	+	ENSG00000185056.10	ENSG00000185056.10	C5orf47	HGNC:27026	OTTHUMG00000163349.3
chr5	174045706	174243501	+	ENSG00000170091.11	ENSG00000170091.11	NSG2	HGNC:24955	OTTHUMG00000130543.8
chr5	174724582	174730896	+	ENSG00000120149.9	ENSG00000120149.9	MSX2	HGNC:7392	OTTHUMG00000130556.6
chr5	175440036	175444182	-	ENSG00000184845.4	ENSG00000184845.4	DRD1	HGNC:3020	OTTHUMG00000130557.3
chr5	175477062	175529742	+	ENSG00000164466.13	ENSG00000164466.13	SFXN1	HGNC:16085	OTTHUMG00000130555.6
chr5	175658030	175710756	+	ENSG00000113749.8	ENSG00000113749.8	HRH2	HGNC:5183	OTTHUMG00000130660.4
chr5	175796310	175884021	+	ENSG00000145920.15	ENSG00000145920.15	CPLX2	HGNC:2310	OTTHUMG00000130665.4
chr5	175917873	176034680	-	ENSG00000051596.10	ENSG00000051596.10	THOC3	HGNC:19072	OTTHUMG00000130658.2
chr5	176058717	176159271	+	ENSG00000289731.3	ENSG00000289731.3	ENSG00000289731	NA	NA
chr5	176238367	176345991	+	ENSG00000170085.18	ENSG00000170085.18	SIMC1	HGNC:24779	OTTHUMG00000130663.6
chr5	176346062	176361807	-	ENSG00000122203.15	ENSG00000122203.15	KIAA1191	HGNC:29209	OTTHUMG00000130656.5
chr5	176365487	176401865	+	ENSG00000175414.7	ENSG00000175414.7	ARL10	HGNC:22042	OTTHUMG00000130655.3
chr5	176383946	176388927	-	ENSG00000048162.22	ENSG00000048162.22	NOP16	HGNC:26934	OTTHUMG00000163186.5
chr5	176388751	176389761	+	ENSG00000146066.3	ENSG00000146066.3	HIGD2A	HGNC:28311	OTTHUMG00000130657.2
chr5	176392501	176416539	-	ENSG00000175416.16	ENSG00000175416.16	CLTB	HGNC:2091	OTTHUMG00000130662.4
chr5	176447628	176510074	+	ENSG00000113194.13	ENSG00000113194.13	FAF2	HGNC:24666	OTTHUMG00000163228.3
chr5	176526702	176538025	-	ENSG00000146083.13	ENSG00000146083.13	RNF44	HGNC:19180	OTTHUMG00000130664.4
chr5	176542511	176595974	+	ENSG00000074276.11	ENSG00000074276.11	CDHR2	HGNC:18231	OTTHUMG00000163229.1
chr5	176595802	176610156	-	ENSG00000169258.7	ENSG00000169258.7	GPRIN1	HGNC:24835	OTTHUMG00000130659.2
chr5	176620082	176630556	-	ENSG00000074317.11	ENSG00000074317.11	SNCB	HGNC:11140	OTTHUMG00000130661.3
chr5	176630618	176646644	+	ENSG00000175766.13	ENSG00000175766.13	EIF4E1B	HGNC:33179	OTTHUMG00000163227.6
chr5	176647387	176659054	+	ENSG00000048140.18	ENSG00000048140.18	TSPAN17	HGNC:13594	OTTHUMG00000163230.3
chr5	176810519	176880898	+	ENSG00000113763.12	ENSG00000113763.12	UNC5A	HGNC:12567	OTTHUMG00000163225.4
chr5	176880869	176899346	-	ENSG00000160883.11	ENSG00000160883.11	HK3	HGNC:4925	OTTHUMG00000130855.4
chr5	176905005	177022633	-	ENSG00000087206.17	ENSG00000087206.17	UIMC1	HGNC:30298	OTTHUMG00000130852.5
chr5	177022696	177081189	+	ENSG00000113761.12	ENSG00000113761.12	ZNF346	HGNC:16403	OTTHUMG00000130848.3
chr5	177086905	177098144	+	ENSG00000160867.15	ENSG00000160867.15	FGFR4	HGNC:3691	OTTHUMG00000151523.6
chr5	177131830	177300213	+	ENSG00000165671.22	ENSG00000165671.22	NSD1	HGNC:14234	OTTHUMG00000130846.6
chr5	177301198	177303744	-	ENSG00000169228.14	ENSG00000169228.14	RAB24	HGNC:9765	OTTHUMG00000130849.6
chr5	177301461	177312757	-	ENSG00000213347.11	ENSG00000213347.11	MXD3	HGNC:14008	OTTHUMG00000130854.3
chr5	177303799	177306949	+	ENSG00000169230.10	ENSG00000169230.10	PRELID1	HGNC:30255	OTTHUMG00000130847.4
chr5	177315805	177351840	-	ENSG00000169223.16	ENSG00000169223.16	LMAN2	HGNC:16986	OTTHUMG00000130860.4
chr5	177357924	177372596	+	ENSG00000169220.18	ENSG00000169220.18	RGS14	HGNC:9996	OTTHUMG00000163324.2
chr5	177379235	177398848	+	ENSG00000131183.11	ENSG00000131183.11	SLC34A1	HGNC:11019	OTTHUMG00000130857.3
chr5	177400109	177400661	-	ENSG00000196570.3	ENSG00000196570.3	PFN3	HGNC:18627	OTTHUMG00000163408.2
chr5	177402133	177416583	-	ENSG00000131187.11	ENSG00000131187.11	F12	HGNC:3530	OTTHUMG00000163403.1
chr5	177403204	177442901	+	ENSG00000198055.11	ENSG00000198055.11	GRK6	HGNC:4545	OTTHUMG00000163401.5
chr5	177446445	177456286	+	ENSG00000131188.12	ENSG00000131188.12	PRR7	HGNC:28130	OTTHUMG00000130861.5
chr5	177456608	177474401	-	ENSG00000113758.14	ENSG00000113758.14	DBN1	HGNC:2695	OTTHUMG00000130856.7
chr5	177483394	177497606	-	ENSG00000196923.14	ENSG00000196923.14	PDLIM7	HGNC:22958	OTTHUMG00000130853.11
chr5	177501904	177511274	-	ENSG00000146094.16	ENSG00000146094.16	DOK3	HGNC:24583	OTTHUMG00000130850.7
chr5	177511577	177516961	-	ENSG00000183258.12	ENSG00000183258.12	DDX41	HGNC:18674	OTTHUMG00000130858.5
chr5	177519789	177554586	-	ENSG00000146067.17	ENSG00000146067.17	FAM193B	HGNC:25524	OTTHUMG00000163396.6
chr5	177592203	177597242	+	ENSG00000184840.12	ENSG00000184840.12	TMED9	HGNC:24878	OTTHUMG00000130859.3
chr5	177600132	177610330	+	ENSG00000027847.14	ENSG00000027847.14	B4GALT7	HGNC:930	OTTHUMG00000130851.4
chr5	177707981	177784435	-	ENSG00000170074.21	ENSG00000170074.21	FAM153A	HGNC:29940	OTTHUMG00000163394.4
chr5	177992235	177996242	-	ENSG00000175325.2	ENSG00000175325.2	PROP1	HGNC:9455	OTTHUMG00000130887.1
chr5	178006348	178086529	+	ENSG00000204677.14	ENSG00000204677.14	FAM153CP	HGNC:33936	OTTHUMG00000163459.11
chr5	178113532	178127034	+	ENSG00000145911.7	ENSG00000145911.7	N4BP3	HGNC:29852	OTTHUMG00000163456.3
chr5	178130996	178150568	+	ENSG00000145916.19	ENSG00000145916.19	RMND5B	HGNC:26181	OTTHUMG00000130897.4
chr5	178149463	178153894	-	ENSG00000145912.10	ENSG00000145912.10	NHP2	HGNC:14377	OTTHUMG00000130886.5
chr5	178184505	178187371	-	ENSG00000244234.3	ENSG00000244234.3	GMCL2	HGNC:19717	OTTHUMG00000130894.5
chr5	178204533	178211163	+	ENSG00000197451.12	ENSG00000197451.12	HNRNPAB	HGNC:5034	OTTHUMG00000163452.2
chr5	178207144	178232802	-	ENSG00000175309.16	ENSG00000175309.16	PHYKPL	HGNC:28249	OTTHUMG00000130892.6
chr5	178237476	178590393	-	ENSG00000050767.18	ENSG00000050767.18	COL23A1	HGNC:22990	OTTHUMG00000130890.5
chr5	178602664	178630615	-	ENSG00000113240.14	ENSG00000113240.14	CLK4	HGNC:13659	OTTHUMG00000130893.4
chr5	178694572	178697761	-	ENSG00000285891.2	ENSG00000285891.2	MSANTD5	HGNC:55184	OTTHUMG00000192652.1
chr5	178694605	178729335	-	ENSG00000285978.1	ENSG00000285978.1	ENSG00000285978	NA	OTTHUMG00000130895.4
chr5	178711512	178730659	-	ENSG00000169131.13	ENSG00000169131.13	ZNF354A	HGNC:11628	OTTHUMG00000192653.2
chr5	178859953	178888122	+	ENSG00000178338.11	ENSG00000178338.11	ZNF354B	HGNC:17197	OTTHUMG00000130896.5
chr5	178895898	178933212	+	ENSG00000198939.8	ENSG00000198939.8	ZFP2	HGNC:26138	OTTHUMG00000130885.6
chr5	178941191	178966433	+	ENSG00000178187.8	ENSG00000178187.8	ZNF454	HGNC:21200	OTTHUMG00000130891.2
chr5	178977587	178996206	-	ENSG00000113262.16	ENSG00000113262.16	GRM6	HGNC:4598	OTTHUMG00000130889.6
chr5	179023804	179035064	+	ENSG00000234284.7	ENSG00000234284.7	ZNF879	HGNC:37273	OTTHUMG00000163596.3
chr5	179060373	179083977	+	ENSG00000177932.7	ENSG00000177932.7	ZNF354C	HGNC:16736	OTTHUMG00000130888.3
chr5	179110853	179345461	-	ENSG00000087116.17	ENSG00000087116.17	ADAMTS2	HGNC:218	OTTHUMG00000130915.7
chr5	179522483	179525074	+	ENSG00000251545.3	ENSG00000251545.3	ENSG00000251545	NA	OTTHUMG00000163210.2
chr5	179550554	179610012	+	ENSG00000176783.15	ENSG00000176783.15	RUFY1	HGNC:19760	OTTHUMG00000130913.11
chr5	179614178	179634784	-	ENSG00000169045.19	ENSG00000169045.19	HNRNPH1	HGNC:5041	OTTHUMG00000130908.43
chr5	179641544	179658432	-	ENSG00000204661.10	ENSG00000204661.10	SPATA31J1	HGNC:27753	OTTHUMG00000163221.5
chr5	179678560	179681034	-	ENSG00000204659.5	ENSG00000204659.5	CBY3	HGNC:33278	OTTHUMG00000163163.3
chr5	179678628	179731641	+	ENSG00000127022.16	ENSG00000127022.16	CANX	HGNC:1473	OTTHUMG00000130910.13
chr5	179732822	179777283	+	ENSG00000161021.13	ENSG00000161021.13	MAML1	HGNC:13632	OTTHUMG00000163237.4
chr5	179793980	179796647	+	ENSG00000213316.10	ENSG00000213316.10	LTC4S	HGNC:6719	OTTHUMG00000150314.6
chr5	179797597	179806952	-	ENSG00000161013.17	ENSG00000161013.17	MGAT4B	HGNC:7048	OTTHUMG00000130912.7
chr5	179806398	179838078	+	ENSG00000161011.20	ENSG00000161011.20	SQSTM1	HGNC:11280	OTTHUMG00000150643.80
chr5	179835133	179862173	-	ENSG00000161010.16	ENSG00000161010.16	MRNIP	HGNC:30817	OTTHUMG00000163490.8
chr5	179862066	179907897	-	ENSG00000197226.13	ENSG00000197226.13	TBC1D9B	HGNC:29097	OTTHUMG00000130911.9
chr5	179911651	180072113	-	ENSG00000113269.14	ENSG00000113269.14	RNF130	HGNC:18280	OTTHUMG00000130909.7
chr5	180100795	180209211	-	ENSG00000146090.16	ENSG00000146090.16	RASGEF1C	HGNC:27400	OTTHUMG00000130914.8
chr5	180233143	180292099	-	ENSG00000050748.18	ENSG00000050748.18	MAPK9	HGNC:6886	OTTHUMG00000130934.9
chr5	180300698	180353336	-	ENSG00000131459.13	ENSG00000131459.13	GFPT2	HGNC:4242	OTTHUMG00000163442.6
chr5	180494379	180578358	+	ENSG00000113300.13	ENSG00000113300.13	CNOT6	HGNC:14099	OTTHUMG00000130935.5
chr5	180590105	180591499	-	ENSG00000161055.4	ENSG00000161055.4	SCGB3A1	HGNC:18384	OTTHUMG00000130936.4
chr5	180601506	180649624	-	ENSG00000037280.16	ENSG00000037280.16	FLT4	HGNC:3767	OTTHUMG00000130931.8
chr5	180739123	180740058	-	ENSG00000174339.3	ENSG00000174339.3	OR2Y1	HGNC:14837	OTTHUMG00000162237.2
chr5	180784780	180815652	-	ENSG00000131446.17	ENSG00000131446.17	MGAT1	HGNC:7044	OTTHUMG00000130937.6
chr5	180847611	180861285	-	ENSG00000196670.14	ENSG00000196670.14	ZFP62	HGNC:23241	OTTHUMG00000162273.4
chr5	180899077	180950906	+	ENSG00000113303.12	ENSG00000113303.12	BTNL8	HGNC:26131	OTTHUMG00000130932.3
chr5	180988846	181006727	+	ENSG00000168903.9	ENSG00000168903.9	BTNL3	HGNC:1143	OTTHUMG00000162091.3
chr5	181040225	181061521	+	ENSG00000165810.17	ENSG00000165810.17	BTNL9	HGNC:24176	OTTHUMG00000133152.5
chr5	181123122	181131169	-	ENSG00000185372.4	ENSG00000185372.4	OR2V1	HGNC:8280	OTTHUMG00000162118.4
chr5	181147586	181159285	+	ENSG00000182613.3	ENSG00000182613.3	OR2V2	HGNC:15341	OTTHUMG00000130933.3
chr5	181193924	181205293	-	ENSG00000146054.18	ENSG00000146054.18	TRIM7	HGNC:16278	OTTHUMG00000130963.8
chr5	181222499	181235808	+	ENSG00000146063.20	ENSG00000146063.20	TRIM41	HGNC:19013	OTTHUMG00000130965.10
chr5	181236897	181248096	-	ENSG00000204628.12	ENSG00000204628.12	RACK1	HGNC:4399	OTTHUMG00000163380.15
chr5	181254077	181261150	-	ENSG00000183718.6	ENSG00000183718.6	TRIM52	HGNC:19024	OTTHUMG00000130964.7
chr5	181367268	181368262	+	ENSG00000230178.1	ENSG00000230178.1	OR4F3	HGNC:8300	OTTHUMG00000162081.1
chr6	291630	351355	+	ENSG00000112679.15	ENSG00000112679.15	DUSP22	HGNC:16077	OTTHUMG00000014113.4
chr6	391739	411443	+	ENSG00000137265.16	ENSG00000137265.16	IRF4	HGNC:6119	OTTHUMG00000016294.5
chr6	485154	693139	-	ENSG00000112685.14	ENSG00000112685.14	EXOC2	HGNC:24968	OTTHUMG00000137437.4
chr6	655939	657100	-	ENSG00000188996.5	ENSG00000188996.5	HUS1B	HGNC:16485	OTTHUMG00000090059.2
chr6	1312098	1314758	+	ENSG00000164379.7	ENSG00000164379.7	FOXQ1	HGNC:20951	OTTHUMG00000016160.3
chr6	1389576	1395603	+	ENSG00000137273.6	ENSG00000137273.6	FOXF2	HGNC:3810	OTTHUMG00000016243.3
chr6	1609915	1613897	+	ENSG00000054598.9	ENSG00000054598.9	FOXC1	HGNC:3800	OTTHUMG00000016182.3
chr6	1623806	2245605	-	ENSG00000112699.11	ENSG00000112699.11	GMDS	HGNC:4369	OTTHUMG00000016143.6
chr6	2663629	2770330	-	ENSG00000145949.12	ENSG00000145949.12	MYLK4	HGNC:27972	OTTHUMG00000014121.5
chr6	2765393	2786952	+	ENSG00000124535.16	ENSG00000124535.16	WRNIP1	HGNC:20876	OTTHUMG00000014126.4
chr6	2832332	2841959	-	ENSG00000021355.13	ENSG00000021355.13	SERPINB1	HGNC:3311	OTTHUMG00000014124.2
chr6	2887173	2903309	-	ENSG00000170542.7	ENSG00000170542.7	SERPINB9	HGNC:8955	OTTHUMG00000014131.2
chr6	2948159	2972165	-	ENSG00000124570.21	ENSG00000124570.21	SERPINB6	HGNC:8950	OTTHUMG00000016170.12
chr6	2987987	3019755	+	ENSG00000124588.22	ENSG00000124588.22	NQO2	HGNC:7856	OTTHUMG00000014130.15
chr6	3063824	3115187	+	ENSG00000137275.16	ENSG00000137275.16	RIPK1	HGNC:10019	OTTHUMG00000014134.3
chr6	3118374	3153599	+	ENSG00000137274.14	ENSG00000137274.14	BPHL	HGNC:1094	OTTHUMG00000014140.7
chr6	3153497	3157544	-	ENSG00000137267.7	ENSG00000137267.7	TUBB2A	HGNC:12412	OTTHUMG00000014135.2
chr6	3223324	3231730	-	ENSG00000137285.11	ENSG00000137285.11	TUBB2B	HGNC:30829	OTTHUMG00000014143.3
chr6	3231403	3303373	+	ENSG00000180822.12	ENSG00000180822.12	PSMG4	HGNC:21108	OTTHUMG00000014142.4
chr6	3268962	3457050	-	ENSG00000137266.15	ENSG00000137266.15	SLC22A23	HGNC:21106	OTTHUMG00000014144.4
chr6	3722614	3751713	-	ENSG00000168994.14	ENSG00000168994.14	PXDC1	HGNC:21361	OTTHUMG00000014146.2
chr6	3849373	3851320	+	ENSG00000145945.7	ENSG00000145945.7	FAM50B	HGNC:18789	OTTHUMG00000014147.3
chr6	4021267	4064983	+	ENSG00000112739.17	ENSG00000112739.17	PRP4K	HGNC:17346	OTTHUMG00000014157.7
chr6	4049434	4087344	-	ENSG00000145975.15	ENSG00000145975.15	FAM217A	HGNC:21362	OTTHUMG00000014159.8
chr6	4115693	4135597	-	ENSG00000198721.13	ENSG00000198721.13	ECI2	HGNC:14601	OTTHUMG00000014158.8
chr6	4706159	4955551	+	ENSG00000153046.18	ENSG00000153046.18	CDYL	HGNC:1811	OTTHUMG00000014170.7
chr6	4994717	5004063	-	ENSG00000124787.14	ENSG00000124787.14	RPP40	HGNC:20992	OTTHUMG00000014168.5
chr6	5085341	5089487	+	ENSG00000219607.4	ENSG00000219607.4	PPP1R3G	HGNC:14945	OTTHUMG00000014172.4
chr6	5103629	5260950	-	ENSG00000214113.11	ENSG00000214113.11	LYRM4	HGNC:21365	OTTHUMG00000014173.6
chr6	5261044	5829192	+	ENSG00000145982.13	ENSG00000145982.13	FARS2	HGNC:21062	OTTHUMG00000014178.6
